aggregate_category,attribute_category,expression,english_translation,notes
Minor Perks,Beautiful Location,storslått natur,magnificent nature,
Minor Perks,Beautiful Location,flott plassert,great location,
Minor Perks,Beautiful Location,frodig natur,lush nature,
Minor Perks,Beautiful Location,spektakulær natur,spectacular nature,
Minor Perks,Beautiful Location,flotte natur,beautiful nature,
Minor Perks,Beautiful Location,mektig natur,powerful nature,
Minor Perks,Beautiful Location,flotte landskap,beautiful landscapes,
Minor Perks,Beautiful Location,flott turterreng,great hiking terrain,
Minor Perks,Beautiful Location,flott skjærgård,great archipelago,
Minor Perks,Beautiful Location,fin natur,nice nature,
Minor Perks,Beautiful Location,flott skjergard,great reef,
Minor Perks,Beautiful Location,flott landskap,great landscape,
Minor Perks,Beautiful Location,nydeleg natur,beautiful nature,
Minor Perks,Beautiful Location,fine natur,nice scenery,
Minor Perks,Beautiful Location,flott naturområde,great natural area,
Minor Perks,Beautiful Location,flott natur,great nature,
Minor Perks,Beautiful Location,rikt natur,rich nature,
Minor Perks,Beautiful Location,urørt natur,untouched nature,
Minor Perks,Beautiful Location,storslagen natur,magnificent nature,
Minor Perks,Beautiful Location,fantastisk natur,fantastic nature,
Minor Perks,Beautiful Location,praktfull natur,magnificent nature,
Minor Perks,Beautiful Location,idyllisk,idyllic,
Minor Perks,Beautiful Location,flott turområde,great hiking area,
Minor Perks,Beautiful Location,friluftsområde,outdoor area,
Minor Perks,Beautiful Location,nydelig natur,beautiful nature,
Minor Perks,Beautiful Location,uberørt natur,untouched nature,
Minor Perks,Beautiful Location,vakker natur,beautiful nature,
Minor Perks,Central Location,sentral plassering,central location,
Minor Perks,Central Location,porsgrunn,Porsgrunn,City
Minor Perks,Central Location,sentrale beliggenhet,central location,
Minor Perks,Central Location,attraktiv beliggenhet,attractive location,
Minor Perks,Central Location,storby,big city,
Minor Perks,Central Location,trondheim,Trondheim,City
Minor Perks,Central Location,attraktiv plassering,attractive location,
Minor Perks,Central Location,sentralt beliggenhet,central location,
Minor Perks,Central Location,tønsberg,Tønsberg,City
Minor Perks,Central Location,sentral lokalisering,central location,
Minor Perks,Central Location,sentralt plassering,central location,
Minor Perks,Central Location,sandnes,Sandnes,City
Minor Perks,Central Location,sentrale plassering,central location,
Minor Perks,Central Location,sarpsborg,Sarpsborg,City
Minor Perks,Central Location,bergen,Bergen,City
Minor Perks,Central Location,sentrumsnær,close to the city centre,
Minor Perks,Central Location,skien,Skien,City
Minor Perks,Central Location,drammen,the drama,
Minor Perks,Central Location,stavanger,Stavanger,City
Minor Perks,Central Location,byliv,city ​​life,
Minor Perks,Central Location,oslo,Oslo,
Minor Perks,Central Location,beliggenhet sentralt,central location,
Minor Perks,Central Location,sentral beliggenhet,Centrally located,
Minor Perks,Central Location,fredrikstad,Fredrikstad,
Minor Perks,Central Location,plassering sentralt,central location,City
Minor Perks,Central Location,ålesund,Ålesund,City
Minor Perks,Central Location,kristiansand,Kristiansand,
Minor Perks,Company Gym or Sports Team,treningslokale,exercise room,
Minor Perks,Company Gym or Sports Team,massasje i arbeidstida,massage during working hours,
Minor Perks,Company Gym or Sports Team,trenings,exercise,
Minor Perks,Company Gym or Sports Team,trimtilbod,trim offer,
Minor Perks,Company Gym or Sports Team,eigentrening,personal training,
Minor Perks,Company Gym or Sports Team,trim i arbeidstiden,exercise during working hours,
Minor Perks,Company Gym or Sports Team,trim i arbeidstida,exercise during working hours,
Minor Perks,Company Gym or Sports Team,bedriftidrettslag,company sports team,
Minor Perks,Company Gym or Sports Team,treningssal,gym,
Minor Perks,Company Gym or Sports Team,treningssenter,fitness center,
Minor Perks,Company Gym or Sports Team,massasje i arbeidstiden,massage during working hours,
Minor Perks,Company Gym or Sports Team,trening i arbeidstiden,exercise during working hours,
Minor Perks,Company Gym or Sports Team,svømmehall,swimming pool,
Minor Perks,Company Gym or Sports Team,trimtilbud,trim offer,
Minor Perks,Company Gym or Sports Team,trening i arbeidstid,exercise during working hours,
Minor Perks,Company Gym or Sports Team,tennisbanar,tennis courts,
Minor Perks,Company Gym or Sports Team,symjehall,sewing hall,
Minor Perks,Company Gym or Sports Team,treningsmedlemskap,gym membership,
Minor Perks,Company Gym or Sports Team,trening i arbeidstida,exercise during working hours,
Minor Perks,Company Gym or Sports Team,symjebasseng,swimming pool,
Minor Perks,Company Gym or Sports Team,spinningrom,spinning room,
Minor Perks,Company Gym or Sports Team,treningsmuligheter,exercise opportunities,
Minor Perks,Company Gym or Sports Team,shuffleboard,shuffleboard,
Minor Perks,Company Gym or Sports Team,treningstilbod,exercise offer,
Minor Perks,Company Gym or Sports Team,treningstilbud,exercise offer,
Minor Perks,Company Gym or Sports Team,treningsfasilitetar,exercise facility,
Minor Perks,Company Gym or Sports Team,treningsavtalar,exercise agreements,
Minor Perks,Company Gym or Sports Team,treningsavtaler,exercise agreements,
Minor Perks,Company Gym or Sports Team,svømmebasseng,swimming pool,
Minor Perks,Company Gym or Sports Team,klatrevegg,climbing wall,
Minor Perks,Company Gym or Sports Team,spinningsrom,spinning room,
Minor Perks,Company Gym or Sports Team,bedriftsidrett,corporate sports,
Minor Perks,Company Gym or Sports Team,badstove,sauna stove,
Minor Perks,Company Gym or Sports Team,squash,squash,
Minor Perks,Company Gym or Sports Team,treningsabonnement,exercise subscription,
Minor Perks,Company Gym or Sports Team,egentrening,personal training,
Minor Perks,Company Gym or Sports Team,treningsmoglegheiter,exercise opportunities,
Minor Perks,Company Gym or Sports Team,treningsanlegg,exercise facility,
Minor Perks,Company Gym or Sports Team,aktivitetsrom,activity room,
Minor Perks,Company Gym or Sports Team,bordtennis,table tennis,
Minor Perks,Company Gym or Sports Team,badstue,sauna,
Minor Perks,Company Gym or Sports Team,treningsrom,work out room,
Minor Perks,Company Gym or Sports Team,treningskort,exercise card,
Minor Perks,Company Gym or Sports Team,bordtennisbord,table tennis table,
Minor Perks,Company Gym or Sports Team,treningsstudio,gym,
Minor Perks,Company Gym or Sports Team,treningsfasiliteter,exercise facilities,
Minor Perks,Company Gym or Sports Team,trimrom,exercise room,
Minor Perks,Company Gym or Sports Team,treningslokaler,exercise facilities,
Minor Perks,Company Gym or Sports Team,treningsavgift,exercise fee,
Minor Perks,Company Gym or Sports Team,styrkerom,strength room,
Minor Perks,Company Gym or Sports Team,treningsavtale,exercise agreement,
Minor Perks,Parking Space On Premises,parkeringsplass,parking lot,
Minor Perks,Parking Space On Premises,parkeringsmuligheter,parking facilities,
Minor Perks,Parking Space On Premises,parkeringsmoglegheiter,parking possibilities,
Minor Perks,Parking Space On Premises,parkeringsplasser,parking lots,
Minor Perks,Parking Space On Premises,parkeringsplassar,parking spaces,
Minor Perks,Parking Space On Premises,gratis parkering,free parking,
Minor Perks,Company Vehicle,servicebil,service car,
Minor Perks,Company Vehicle,yrkesbil,commercial vehicle,
Minor Perks,Company Vehicle,leigebil,rental car,
Minor Perks,Company Vehicle,firmabil,company car,
Minor Perks,Company Vehicle,firmabilordning,company car arrangement,
Minor Perks,Company Vehicle,tenestebil,service car,
Minor Perks,Company Vehicle,firmabilar,company cars,
Minor Perks,Company Vehicle,leiebil,rental car,
Minor Perks,Company Vehicle,firmabiler,company cars,
Minor Perks,Company Vehicle,arbeidsbil,work car,
Minor Perks,Company Vehicle,bilordning,car arrangement,
Minor Perks,Company Vehicle,tjenestebil,company car,
Minor Perks,Company Vehicle,leasingbil,leasing car,
Minor Perks,Any Welfare Scheme,tilleggsgode,additional good,
Minor Perks,Any Welfare Scheme,personalvilkår,staff conditions,
Minor Perks,Any Welfare Scheme,ansattgoder,employee benefits,
Minor Perks,Any Welfare Scheme,velferdsordningar,welfare schemes,
Minor Perks,Any Welfare Scheme,velferdstiltak,welfare measures,
Minor Perks,Any Welfare Scheme,velferdstilbu,welfare offer,
Minor Perks,Any Welfare Scheme,firmagode,company good,
Minor Perks,Any Welfare Scheme,personalbetingelser,staff conditions,
Minor Perks,Any Welfare Scheme,personalkjøpsordning,staff purchase scheme,
Minor Perks,Any Welfare Scheme,personalfordelar,employee benefits,
Minor Perks,Any Welfare Scheme,tilsettgode,added good,
Minor Perks,Any Welfare Scheme,velferdstilbud,welfare offer,
Minor Perks,Any Welfare Scheme,velferds,welfare,
Minor Perks,Any Welfare Scheme,personalordninger,personnel arrangements,
Minor Perks,Any Welfare Scheme,frynsegoder,fringe benefits,
Minor Perks,Any Welfare Scheme,velferdsordninger,welfare schemes,
Minor Perks,Any Welfare Scheme,personalrabatt,staff discount,
Minor Perks,Any Welfare Scheme,personalfordeler,employee benefits,
Minor Perks,Any Welfare Scheme,personalgode,staff benefit,
Minor Perks,Any Welfare Scheme,personalordningar,personnel arrangements,
Minor Perks,Any Welfare Scheme,velferdstilbod,welfare offer,
Minor Perks,Any Welfare Scheme,firmaordningar,company arrangements,
Minor Perks,Any Welfare Scheme,frynsegode,fringe benefit,
Minor Perks,Any Welfare Scheme,sosiale gode,social good,
Minor Perks,Any Welfare Scheme,firmagoder,company benefits,
Minor Perks,Any Welfare Scheme,ansattegoder,employee benefits,
Minor Perks,Any Welfare Scheme,sosiale goder,social benefits,
Minor Perks,Any Welfare Scheme,velferdsgoder,welfare benefits,
Minor Perks,Any Welfare Scheme,veldferdsordninger,welfare schemes,
Minor Perks,Any Welfare Scheme,personalgoder,employee benefits,
Minor Perks,Any Welfare Scheme,velferdsgode,welfare benefits,
Minor Perks,Any Welfare Scheme,velferdsvilkår,welfare conditions,
Minor Perks,Any Welfare Scheme,tilleggsgoder,additional benefits,
Minor Perks,Any Welfare Scheme,gode kontorforhold,good office conditions,
Minor Perks,Any Welfare Scheme,firmaordninger,company arrangements,
Minor Perks,Company Cabin,firmaleilegheiter,company apartments,
Minor Perks,Company Cabin,ferieleiligheter,holiday apartments,
Minor Perks,Company Cabin,firmahytter,company cabins,
Minor Perks,Company Cabin,ansatthytte,employee cabin,
Minor Perks,Company Cabin,bedriftshytter,company cabins,
Minor Perks,Company Cabin,firmahytte,company cabin,
Minor Perks,Company Cabin,hytteforeining,cottage association,
Minor Perks,Company Cabin,feriebustad,holiday home,
Minor Perks,Company Cabin,bedriftshytte,company cabin,
Minor Perks,Company Cabin,feriebustader,holiday homes,
Minor Perks,Company Cabin,ferieleilegheit,holiday apartment,
Minor Perks,Company Cabin,firmaleilegheit,company apartment,
Minor Perks,Company Cabin,personalhytter,staff cabins,
Minor Perks,Company Cabin,feriehus,holiday home,
Minor Perks,Company Cabin,hytte,cottage,
Minor Perks,Company Cabin,feriebolig,holiday home,
Minor Perks,Company Cabin,firmaleiligheter,company apartments,
Minor Perks,Company Cabin,personalhytte,staff cabin,
Minor Perks,Company Cabin,feriehytter,holiday cottages,
Minor Perks,Company Cabin,firmaleilighet,company apartment,
Minor Perks,Company Cabin,ferieleilegheiter,holiday apartments,
Minor Perks,Company Cabin,bydelshytte,district cabin,
Minor Perks,Company Cabin,tilsetthytte,additional cabin,
Minor Perks,Company Cabin,ferieboliger,holiday homes,
Minor Perks,Company Cabin,ferieleilighet,holiday apartment,
Minor Perks,Occupational Health Service,bedriftshelsetjenesten,the occupational health service,
Minor Perks,Occupational Health Service,bedriftshelsetenesta,occupational health service,
Minor Perks,Occupational Health Service,bedriftshelse,occupational health,
Minor Perks,Occupational Health Service,bedriftslegeordning,company medical scheme,
Minor Perks,Occupational Health Service,bedriftshelsetjenester,occupational health services,
Minor Perks,Occupational Health Service,bedriftslege,company doctor,
Minor Perks,Occupational Health Service,bedriftsheilseteneste,corporate health service,
Minor Perks,Occupational Health Service,bedriftshelsetjeneste,occupational health service,
Minor Perks,Occupational Health Service,bedrifthelsetjeneste,occupational health service,
Minor Perks,Occupational Health Service,bedrifthelseteneste,occupational health service,
Minor Perks,Occupational Health Service,bedriftshelsetenester,occupational health services,
Minor Perks,Occupational Health Service,bedriftshelseteneste,occupational health service,
Minor Perks,Occupational Health Service,bedriftshelseordning,occupational health scheme,
Minor Perks,Company Cantee,kantineløsning,canteen solution,
Minor Perks,Company Cantee,kantineordning,canteen arrangement,
Minor Perks,Company Cantee,kantineløysing,canteen solution,
Minor Perks,Company Cantee,betalte matpauser,paid meal breaks,
Minor Perks,Company Cantee,bedriftskantine,company canteen,
Minor Perks,Company Cantee,betalte matpausar,paid meal breaks,
Minor Perks,Company Cantee,personalkantine,staff canteen,
Minor Perks,Company Cantee,betalte pausar,paid breaks,
Minor Perks,Company Cantee,betalte pauser,paid breaks,
Minor Perks,Flexible/Extended Holidays,sammenhengende sommerferie,continuous summer vacation,
Minor Perks,Flexible/Extended Holidays,veker ekstra ferie,wakes up extra holiday,
Minor Perks,Flexible/Extended Holidays,inneklemte dagar,cramped days,
Minor Perks,Flexible/Extended Holidays,ferieordninger,holiday arrangements,
Minor Perks,Flexible/Extended Holidays,friordninger,freedom arrangements,
Minor Perks,Flexible/Extended Holidays,ekstra fri,extra free,
Minor Perks,Flexible/Extended Holidays,fem veker ferie,five weeks holiday,
Minor Perks,Flexible/Extended Holidays,ferieordningar,holiday arrangements,
Minor Perks,Flexible/Extended Holidays,fem ferieveker,five holiday weeks,
Minor Perks,Flexible/Extended Holidays,vekers ferie,week's holiday,
Minor Perks,Flexible/Extended Holidays,innklemte dager,sandwiched days,
Minor Perks,Flexible/Extended Holidays,ekstra fridagar,extra days off,
Minor Perks,Flexible/Extended Holidays,seks veker ferie,six weeks holiday,
Minor Perks,Flexible/Extended Holidays,__number__ veker ferie,__number__ wakes up holiday,
Minor Perks,Flexible/Extended Holidays,uker ekstra ferie,weeks extra holiday,
Minor Perks,Flexible/Extended Holidays,seks uker ferie,six weeks holiday,
Minor Perks,Flexible/Extended Holidays,ekstra ferie,extra holiday,
Minor Perks,Flexible/Extended Holidays,ukers ferie,week's holiday,
Minor Perks,Flexible/Extended Holidays,tjenestefrie dager,non-duty days,
Minor Perks,Flexible/Extended Holidays,fem uker ferie,five weeks holiday,
Minor Perks,Flexible/Extended Holidays,dagars ekstra ferie,day's extra holiday,
Minor Perks,Flexible/Extended Holidays,ekstra feriedagar,extra holiday days,
Minor Perks,Flexible/Extended Holidays,fem ferieuker,five weeks of vacation,
Minor Perks,Flexible/Extended Holidays,inneklemte dager,pinched days,
Minor Perks,Flexible/Extended Holidays,friordningar,freedom arrangements,
Minor Perks,Flexible/Extended Holidays,__number__ uker ferie,__number__ weeks holiday,
Minor Perks,Flexible/Extended Holidays,ekstra fridager,extra days off,
Minor Perks,Flexible/Extended Holidays,tenestefrie dagar,non-working days,
Minor Perks,Flexible/Extended Holidays,samanhengande sommarferie,connected summer holiday,
Minor Perks,Flexible/Extended Holidays,ekstra feriedager,extra vacation days,
Minor Perks,Flexible/Extended Holidays,innklemte dagar,squeezed days,
